0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.275,3.398,0.07017,1326.0,24.99,20.57,158.8,0.186,17.77,23.41,0.2416,0.5435,0.1238,74.08,1956.0,0.0869
0.2725,2.644,0.02944,611.2,15.66,14.04,101.2,0.07453,15.98,21.58,0.1117,0.3892,0.1195,32.74,750.0,0.03534
0.2779,1.778,0.02315,506.3,14.24,12.86,91.88,0.07926,18.0,24.82,0.1731,0.2655,0.1289,20.35,622.1,0.03889
0.3689,4.554,0.08683,1264.0,24.22,20.26,156.1,0.1573,23.03,31.59,0.4098,0.7576,0.119,87.87,1750.0,0.1465
0.246,1.649,0.01796,442.7,13.8,11.93,87.64,0.06876,10.91,20.14,0.1514,0.2522,0.1374,18.95,589.5,0.02606
0.2226,1.667,0.01896,603.4,15.33,14.03,98.27,0.07963,21.25,30.28,0.06231,0.2589,0.1287,22.07,715.5,0.01462
0.2894,1.778,0.01775,310.8,11.16,10.05,71.98,0.06499,17.53,26.84,0.1055,0.2619,0.1402,16.85,384.0,0.02511
0.2048,1.223,0.028,553.5,14.26,13.37,91.99,0.08978,16.39,22.75,0.3308,0.1639,0.1025,14.66,632.1,0.08092
0.2438,2.0,0.02008,438.6,13.67,11.93,87.54,0.07247,21.53,26.15,0.1503,0.3118,0.15,24.79,583.0,0.03328
0.2955,1.83,0.03711,587.4,14.98,13.85,98.37,0.09993,15.18,21.74,0.1456,0.2479,0.1185,19.41,670.0,0.04479
0.3024,1.493,0.02377,516.4,13.88,12.91,90.81,0.08235,16.33,22.0,0.1764,0.1942,0.1097,15.75,600.6,0.03873
0.3589,4.603,0.09702,1686.0,28.01,23.27,184.2,0.2346,22.04,28.22,0.3948,0.6642,0.1228,97.85,2403.0,0.1324
0.3672,3.528,0.07593,1162.0,24.15,19.27,161.4,0.1785,26.47,30.9,0.6091,0.5558,0.1509,68.17,1813.0,0.1657
0.1603,3.767,0.06597,948.0,18.07,17.42,120.4,0.1099,25.56,28.07,0.2803,0.5296,0.1243,58.53,1021.0,0.1682
0.2447,1.516,0.01945,442.5,13.09,12.0,85.07,0.07116,28.23,37.88,0.1811,0.1912,0.1208,13.86,523.7,0.04055
0.2852,3.271,0.03562,689.5,16.25,14.95,107.1,0.08405,18.77,25.47,0.25,0.422,0.0997,39.43,809.7,0.0905
0.3321,2.45,0.09029,668.3,17.31,14.78,114.6,0.1614,23.94,33.39,0.3024,0.3577,0.1648,35.24,925.1,0.1267
0.3207,2.397,0.01883,525.2,14.13,12.96,96.31,0.06608,18.29,24.61,0.1604,0.2357,0.09329,20.21,621.9,0.04057
0.3215,2.642,0.04562,477.4,15.65,12.34,101.7,0.1459,26.86,39.34,0.4425,0.4053,0.1785,34.44,768.9,0.1085
0.339,1.107,0.008907,409.1,12.34,11.54,81.23,0.04715,10.72,12.87,0.08324,0.1312,0.1092,9.438,467.8,0.01367
0.209,1.126,0.01698,357.6,11.6,10.8,73.66,0.04603,9.71,12.02,0.1047,0.1728,0.1436,11.48,414.0,0.02531
0.3068,2.563,0.05246,602.4,16.39,13.96,108.1,0.1374,17.05,22.07,0.3209,0.425,0.1512,35.74,826.0,0.09789
0.323,1.696,0.05074,485.6,14.38,12.65,95.29,0.1407,18.17,22.15,0.3582,0.2324,0.1533,18.4,633.7,0.08017
0.2576,5.383,0.1021,1174.0,20.82,19.55,142.0,0.1825,23.21,30.44,0.3829,0.6107,0.1251,70.1,1313.0,0.1856
0.2983,0.8484,0.01921,466.7,13.29,12.36,85.56,0.08442,18.54,27.49,0.1937,0.1199,0.1184,9.227,544.1,0.02643
0.369,7.222,0.1913,2010.0,33.13,25.73,229.3,0.2756,17.46,23.58,0.6451,0.9948,0.153,153.1,3234.0,0.3368
0.3216,2.805,0.1097,736.9,18.79,15.46,125.0,0.1827,11.89,17.04,0.583,0.4209,0.1531,44.64,1102.0,0.2032
0.2809,2.903,0.05364,782.7,16.84,15.85,112.0,0.1119,23.95,27.66,0.2322,0.4033,0.1131,36.58,876.5,0.09938
0.2972,2.493,0.009259,221.8,9.565,8.598,62.06,0.02778,20.98,27.04,0.09001,0.3582,0.1639,18.39,273.9,0.03
0.2525,1.612,0.02877,673.7,16.31,14.86,102.3,0.07971,16.94,20.54,0.122,0.3028,0.1218,23.92,777.5,0.03346
0.353,3.999,0.1203,899.3,20.88,17.02,136.1,0.1847,23.98,32.09,0.5588,0.6009,0.1634,67.78,1344.0,0.2417
0.2636,1.661,0.01374,633.1,16.22,14.26,105.8,0.0753,18.17,25.26,0.1565,0.23,0.09445,20.56,819.7,0.02475
0.2557,1.143,0.06211,747.2,17.01,15.73,112.5,0.1452,11.28,14.2,0.4004,0.163,0.1541,13.87,854.3,0.1191
0.2833,8.867,0.1088,1491.0,28.19,21.75,195.9,0.1841,20.99,28.18,0.5807,1.167,0.1272,156.8,2384.0,0.2195
0.2964,1.822,0.05669,371.1,12.84,10.95,87.22,0.1424,21.35,35.34,0.4023,0.2366,0.1909,16.97,514.0,0.1044
0.253,1.996,0.03731,575.3,14.85,13.64,94.11,0.09222,15.6,19.05,0.1533,0.3242,0.1278,27.19,683.4,0.04705
0.2868,2.747,0.01071,321.2,11.48,10.2,75.4,0.03571,17.48,24.47,0.1925,0.3567,0.09527,22.79,403.7,0.05774
0.348,2.844,0.05613,809.8,19.47,16.16,129.7,0.1312,21.54,31.68,0.2992,0.4332,0.1395,43.68,1175.0,0.1043
0.3585,2.989,0.08923,682.5,18.81,14.87,127.1,0.2027,16.67,27.37,0.4704,0.4266,0.1878,41.18,1095.0,0.169
0.3245,3.123,0.1198,994.0,20.8,17.91,149.6,0.1964,21.02,27.78,0.9034,0.403,0.1873,41.51,1304.0,0.3189
0.2733,1.164,0.02755,388.0,12.32,11.29,78.27,0.0875,13.04,16.18,0.1275,0.1904,0.1358,13.17,457.5,0.03265
0.4761,3.475,0.05182,440.6,16.82,11.84,119.4,0.1546,18.7,28.12,0.6956,0.4825,0.1637,41.0,888.7,0.1218
0.2666,1.513,0.05381,558.1,14.8,13.51,97.33,0.1453,18.89,27.2,0.3438,0.2136,0.1428,19.29,675.2,0.0858
0.3071,2.495,0.02995,493.8,14.45,12.75,93.63,0.08045,16.7,21.74,0.1423,0.3834,0.1475,28.62,624.1,0.0388
0.23,1.806,0.007875,355.3,11.95,10.75,77.79,0.03413,14.97,20.72,0.09755,0.2525,0.1076,17.74,441.2,0.02251
0.3206,1.393,0.02157,416.2,13.35,11.67,87.0,0.0812,20.02,28.81,0.2758,0.2067,0.155,15.34,550.6,0.042
0.3151,3.814,0.07064,651.9,16.34,14.64,109.4,0.1397,15.24,18.24,0.2604,0.5115,0.1277,42.76,803.6,0.09966
0.2687,2.326,0.01256,538.7,14.5,13.16,95.29,0.04195,20.54,28.46,0.07698,0.3237,0.1118,26.07,648.3,0.018
0.3455,2.079,0.02653,466.1,14.1,12.27,89.0,0.09532,17.92,28.88,0.1377,0.3342,0.124,25.79,610.2,0.03211
0.3512,1.903,0.08399,744.9,18.49,15.53,126.3,0.2014,33.56,49.54,0.5703,0.2419,0.1883,23.02,1035.0,0.1751
0.4098,4.414,0.1496,1311.0,26.68,21.09,176.5,0.2903,26.57,33.48,0.678,0.6298,0.1491,81.46,2089.0,0.2487
0.2362,1.737,0.02088,593.7,15.11,13.87,96.74,0.05556,16.21,25.58,0.05285,0.2543,0.1153,20.74,694.4,0.01502
0.2968,7.237,0.1062,1217.0,25.93,19.53,171.1,0.198,18.9,26.24,0.6121,1.111,0.1495,133.0,2053.0,0.2197
0.2878,1.66,0.01504,269.4,10.41,9.465,67.03,0.06517,21.01,31.56,0.09412,0.2351,0.1548,14.2,330.7,0.02172
0.2527,3.479,0.02771,880.2,18.22,16.84,120.3,0.08436,19.46,28.07,0.1882,0.4789,0.08774,46.61,1032.0,0.0515
0.2994,1.572,0.02031,563.0,15.93,13.44,102.5,0.1112,21.58,30.25,0.2085,0.2385,0.1094,20.53,787.9,0.0311
0.251,4.851,0.09183,1068.0,22.75,18.49,146.4,0.1663,17.52,22.88,0.3533,0.7923,0.1412,95.77,1600.0,0.1491
0.1988,2.668,0.04083,508.3,13.74,12.8,90.72,0.08296,17.46,21.06,0.1901,0.3639,0.09534,30.57,591.0,0.0739
0.1566,2.041,0.0,386.0,11.92,11.2,75.19,0.0,29.37,38.3,0.0,0.3141,0.09267,22.81,439.6,0.0
0.1901,2.487,0.01699,477.3,12.9,12.43,81.76,0.02832,17.0,20.21,0.02237,0.3778,0.08409,31.16,515.9,0.01342
0.3109,3.766,0.06847,1075.0,22.52,18.45,145.6,0.1379,21.91,31.39,0.3965,0.5959,0.1465,68.35,1590.0,0.1153
0.3993,2.244,0.06462,761.3,19.56,15.75,125.9,0.1479,20.25,30.29,0.3976,0.3473,0.1552,32.19,1088.0,0.1147
0.23,1.146,0.04563,819.8,17.32,16.3,109.8,0.1357,15.7,17.76,0.1947,0.2067,0.1354,20.67,928.2,0.05526
0.2679,1.392,0.01339,599.4,15.14,13.9,101.2,0.06222,16.62,21.8,0.1384,0.1555,0.09384,14.03,718.9,0.02224
0.2592,1.435,0.0,227.2,9.262,8.671,58.36,0.0,14.45,17.04,0.0,0.2204,0.1162,11.36,259.2,0.0
0.3956,3.055,0.08271,1076.0,24.56,19.02,152.9,0.1956,24.59,30.41,0.5755,0.5495,0.1249,57.65,1623.0,0.1468
0.271,2.155,0.0,349.6,11.54,10.66,73.2,0.0,15.15,19.2,0.0,0.3309,0.1076,21.98,408.3,0.0
0.2779,2.225,0.01638,431.9,13.45,11.8,86.0,0.05356,17.26,24.49,0.1449,0.3438,0.1244,25.06,562.0,0.02853
0.2473,1.539,0.03275,538.4,14.37,13.21,92.48,0.07958,28.06,37.17,0.1062,0.2351,0.1072,17.85,629.6,0.02987
0.306,3.061,0.08824,991.7,21.08,17.99,138.1,0.1974,20.66,25.41,0.3301,0.4537,0.1482,49.81,1349.0,0.1201
0.2991,1.144,0.003472,246.3,9.699,9.0,60.9,0.01389,14.4,20.07,0.01472,0.1746,0.09861,9.789,285.5,0.003681
0.3292,1.959,0.007583,387.3,11.98,11.22,76.91,0.02022,19.86,25.78,0.01335,0.2976,0.1424,19.62,436.1,0.005006
0.251,7.733,0.08465,1546.0,30.75,21.71,199.5,0.182,17.25,26.44,0.2861,1.207,0.1363,224.1,3143.0,0.1168
0.266,3.027,0.05564,408.8,13.36,11.62,88.14,0.1416,18.18,25.4,0.3186,0.4101,0.178,27.85,528.1,0.102
0.25,3.283,0.05736,928.8,20.38,17.27,132.8,0.1739,25.42,35.46,0.5036,0.51,0.1436,58.38,1284.0,0.1204
0.3343,1.809,0.0555,386.3,12.84,11.27,84.93,0.1318,12.96,20.53,0.2247,0.2562,0.161,16.04,476.1,0.079
0.2664,1.686,0.02929,406.3,12.65,11.52,80.88,0.09608,14.93,21.19,0.1804,0.2562,0.1389,18.62,491.8,0.04328
0.2977,2.058,0.04781,566.3,15.11,13.54,99.7,0.1288,14.36,19.26,0.239,0.2699,0.144,23.56,711.2,0.06664
0.3322,1.243,0.02168,203.9,9.092,8.219,58.08,0.07879,20.7,29.72,0.5381,0.1935,0.163,10.21,249.8,0.1321
0.3077,4.706,0.1322,1308.0,24.3,20.55,160.2,0.2148,20.86,25.48,0.4433,0.6986,0.1268,87.78,1809.0,0.2085
0.3113,2.59,0.05603,512.0,14.19,13.05,94.22,0.1258,18.59,24.85,0.2573,0.3106,0.1343,21.57,591.2,0.09603
0.2688,1.826,0.03221,686.9,17.18,14.92,112.0,0.1147,14.93,18.22,0.3151,0.2446,0.1065,23.31,906.6,0.05539
0.3101,1.234,0.0228,432.7,13.06,11.85,84.35,0.0914,17.46,25.75,0.1316,0.207,0.1369,13.88,517.8,0.02688
0.2989,1.517,0.01952,295.4,10.42,9.876,67.08,0.05588,17.27,23.22,0.06213,0.2137,0.1415,12.33,331.6,0.01756
0.2941,1.567,0.01969,404.9,12.4,11.49,82.04,0.07431,14.59,21.9,0.2596,0.2034,0.1352,14.34,467.6,0.05308
0.3585,3.093,0.08172,556.7,16.41,13.4,113.3,0.2051,20.52,29.66,0.5106,0.3906,0.1574,33.67,844.4,0.1445
0.2845,3.369,0.02833,542.9,15.44,13.24,115.0,0.1357,20.13,25.5,0.6556,0.281,0.1201,23.81,733.5,0.101
0.3157,7.05,0.1471,1841.0,29.92,24.63,205.7,0.2475,21.6,26.93,0.4658,0.9915,0.1342,139.9,2642.0,0.231
0.2475,3.618,0.0,271.3,10.49,9.423,66.5,0.0,27.88,34.24,0.0,0.5375,0.1073,29.11,330.6,0.0
0.2582,3.176,0.05303,493.1,15.05,12.88,99.31,0.1096,18.22,24.37,0.1246,0.4426,0.1456,34.37,674.7,0.04825
0.2609,4.218,0.07785,1293.0,24.31,20.44,161.2,0.1765,21.78,26.37,0.2702,0.5781,0.1327,72.44,1780.0,0.09799
0.31,1.577,0.01261,466.5,14.17,12.25,92.74,0.06335,22.44,31.99,0.123,0.2239,0.1256,18.04,622.9,0.01714
0.3151,2.587,0.09333,1288.0,24.33,20.31,162.3,0.1697,27.06,39.16,0.3788,0.3977,0.1522,52.34,1844.0,0.1519
0.3613,5.455,0.0917,904.6,26.46,16.65,177.0,0.2095,21.38,31.56,0.4695,0.8068,0.1805,102.6,2215.0,0.1525
0.3698,2.735,0.08123,656.9,17.87,14.71,115.7,0.1834,21.59,30.7,0.3587,0.4226,0.1368,40.09,985.5,0.1293
0.2872,2.759,0.01257,271.2,10.85,9.405,68.73,0.0377,21.7,31.24,0.06141,0.4302,0.1526,25.17,359.4,0.02047
0.347,1.752,0.03085,572.6,16.89,13.61,113.2,0.1329,24.69,35.64,0.3796,0.231,0.1471,19.83,848.7,0.05285
0.3251,5.353,0.07762,1007.0,21.53,18.01,143.4,0.1489,20.56,26.06,0.2544,0.7548,0.1309,89.74,1426.0,0.117
0.5774,2.281,0.07415,432.0,13.74,11.8,91.93,0.1865,16.58,26.38,0.4504,0.3197,0.1385,24.72,591.7,0.1659
0.3187,2.615,0.0389,656.4,16.22,14.47,113.5,0.1205,24.99,31.73,0.404,0.2542,0.134,23.11,808.9,0.1009
0.2762,2.077,0.02233,401.5,13.11,11.45,84.53,0.06127,20.97,32.16,0.1755,0.3251,0.1557,24.62,525.1,0.04591
0.2213,1.035,0.0178,334.3,11.06,10.49,70.76,0.06528,18.61,24.54,0.08423,0.1485,0.1413,10.08,375.4,0.02297
0.2272,4.36,0.06602,651.0,15.77,14.41,101.7,0.1021,19.73,22.13,0.222,0.8811,0.09983,77.11,767.3,0.1362
0.2756,4.655,0.07953,955.1,20.01,17.57,134.9,0.1456,15.05,19.52,0.2489,0.6003,0.1255,61.1,1227.0,0.09875
0.216,7.337,0.1043,984.6,23.14,17.47,155.3,0.1721,24.68,32.33,0.489,1.088,0.1376,122.3,1660.0,0.2159
0.2355,7.382,0.1845,1878.0,30.0,25.22,211.7,0.2867,24.91,33.62,0.6476,0.8973,0.1573,120.0,2562.0,0.3339
0.2694,1.4,0.01117,562.1,14.69,13.46,97.11,0.05781,28.21,35.63,0.07934,0.1689,0.1108,14.91,680.6,0.01271
0.2478,3.149,0.0444,422.9,13.5,11.75,88.52,0.101,17.56,27.98,0.1366,0.4384,0.1349,30.66,552.3,0.05282
0.2972,2.203,0.03745,466.1,13.83,12.36,91.46,0.1205,21.8,30.5,0.2434,0.2978,0.1304,20.95,574.7,0.06015
0.2439,2.595,0.004167,527.2,14.23,13.05,90.24,0.01111,19.31,22.25,0.001845,0.404,0.1021,32.96,624.1,0.000692
0.4066,7.276,0.1401,912.7,22.25,17.14,152.4,0.255,16.4,21.4,0.3853,1.046,0.1545,111.4,1461.0,0.2229
0.3294,7.804,0.128,1247.0,23.68,20.09,158.8,0.1923,23.86,29.43,0.4932,1.072,0.1347,130.8,1696.0,0.2283
0.2556,2.075,0.07483,728.2,16.43,15.37,107.5,0.1476,22.76,25.84,0.2846,0.3129,0.1257,29.44,830.9,0.1122
0.3113,1.484,0.02331,460.3,13.59,12.25,86.6,0.08211,17.94,25.22,0.1943,0.22,0.1217,16.51,564.2,0.03885
0.3179,1.602,0.06463,599.5,17.04,13.98,113.9,0.1827,19.62,30.8,0.4069,0.2208,0.1613,18.85,869.3,0.1126
0.238,1.391,0.02563,568.9,15.34,13.65,99.71,0.08056,13.16,16.35,0.1759,0.2102,0.1311,17.4,706.2,0.03888
0.4218,2.879,0.07364,658.8,17.46,14.54,124.1,0.1712,27.54,37.13,0.7026,0.37,0.1678,32.55,943.2,0.1639
0.2849,2.284,0.03783,571.0,15.11,13.71,99.43,0.1284,18.68,25.63,0.1935,0.3191,0.1425,26.45,701.9,0.05385
0.3,3.591,0.08878,671.4,16.08,14.86,118.6,0.1727,23.21,27.78,0.4589,0.2796,0.1316,25.2,784.7,0.1697
0.4055,10.05,0.1823,1509.0,28.4,22.27,206.8,0.291,19.67,28.01,0.9608,1.215,0.1701,170.0,2360.0,0.4264
0.2698,1.895,0.06139,629.8,15.29,14.27,104.3,0.1362,22.55,34.27,0.4234,0.2027,0.138,18.54,728.3,0.1463
0.3409,1.497,0.01615,347.0,12.25,10.65,77.98,0.06136,25.22,35.19,0.1125,0.2497,0.1499,16.64,455.7,0.02379
0.281,4.129,0.06576,886.3,20.05,16.78,130.7,0.1474,18.8,26.3,0.2318,0.599,0.1168,67.34,1260.0,0.08422
0.278,1.318,0.04268,366.5,11.69,11.06,76.08,0.09514,17.12,20.74,0.1256,0.1779,0.1662,12.3,411.1,0.04063
0.2731,2.225,0.01162,421.0,13.28,11.66,83.61,0.04262,17.07,19.74,0.03046,0.3534,0.09958,26.03,542.5,0.008306
0.2433,2.635,0.01115,427.9,12.98,11.76,82.98,0.03715,21.6,25.72,0.05523,0.4062,0.1085,28.47,516.5,0.01657
0.248,4.206,0.1121,1320.0,23.86,20.59,163.2,0.2113,21.24,30.76,0.5179,0.5904,0.1464,75.09,1760.0,0.2188
0.2911,1.489,0.006434,386.8,12.36,11.22,78.44,0.03002,33.81,41.78,0.02318,0.2239,0.09994,15.46,470.9,0.004967
0.3297,0.9975,0.0239,507.6,13.86,12.94,89.69,0.08388,16.17,23.02,0.181,0.1458,0.1172,11.36,580.9,0.03296
0.2933,2.68,0.002404,317.5,11.87,10.08,75.39,0.01042,15.11,21.18,0.00692,0.4245,0.1521,26.43,437.0,0.001597
0.3074,3.218,0.09451,1052.0,21.86,18.31,142.2,0.151,20.58,26.2,0.3759,0.5449,0.1492,67.36,1493.0,0.1569
0.2841,1.75,0.01407,289.9,10.75,9.742,68.09,0.05159,15.67,20.88,0.04043,0.2684,0.1467,16.39,355.2,0.01103
0.3006,1.195,0.03078,506.9,14.09,12.83,93.22,0.09783,15.73,19.35,0.3476,0.1499,0.1326,11.64,605.8,0.05835
0.2268,4.542,0.1155,1384.0,25.68,21.1,168.2,0.228,20.52,32.07,0.4399,0.6643,0.1368,81.89,2022.0,0.1572
0.2685,2.579,0.03099,471.3,13.46,12.46,88.13,0.07625,19.89,23.07,0.1904,0.3642,0.105,28.32,551.3,0.0683
0.2823,1.479,0.01917,582.7,14.67,13.77,94.17,0.05802,13.27,16.93,0.03732,0.2191,0.117,17.74,661.1,0.01063
0.2803,2.158,0.04531,406.4,12.98,11.69,86.12,0.1308,24.44,32.19,0.1395,0.2957,0.1768,20.95,487.7,0.04515
0.4863,3.008,0.06018,869.5,20.01,16.74,133.5,0.1813,21.59,29.02,0.5409,0.4615,0.1563,45.19,1229.0,0.1348
0.2983,1.069,0.0151,221.3,9.473,8.571,63.3,0.08512,13.1,18.45,0.1754,0.1267,0.1641,7.254,275.6,0.02565
0.2251,3.018,0.02932,370.0,12.4,10.94,82.76,0.07887,18.59,25.58,0.1412,0.3796,0.1363,25.78,472.4,0.04944
0.2853,3.002,0.08811,920.6,22.51,17.46,141.2,0.2066,39.28,44.87,0.3241,0.5366,0.1365,49.0,1408.0,0.1417
0.3198,4.667,0.162,1685.0,25.12,23.29,177.0,0.2733,26.67,32.68,0.7892,0.5539,0.1536,83.16,1986.0,0.3523
0.3305,2.765,0.1149,1192.0,22.63,19.79,148.7,0.1732,25.12,33.58,0.5673,0.4953,0.1275,63.33,1589.0,0.2545
0.2606,2.143,0.06495,644.2,15.8,14.53,103.1,0.1069,13.98,16.93,0.1373,0.306,0.1347,25.7,749.9,0.06895
0.2452,2.577,0.02837,933.1,19.85,17.35,128.2,0.08235,23.06,31.47,0.1211,0.4007,0.124,44.41,1218.0,0.02891
0.5558,4.012,0.1504,1264.0,25.3,20.34,171.1,0.2685,21.51,31.86,0.5344,0.5702,0.1592,69.06,1938.0,0.2565
0.2676,1.143,0.02875,399.8,12.32,11.43,79.93,0.08476,15.39,22.02,0.1399,0.1759,0.119,12.67,462.0,0.03503
0.2622,1.528,0.03029,298.3,10.76,9.876,72.22,0.09749,19.4,26.83,0.2644,0.1803,0.1559,11.77,361.2,0.06154
0.3035,1.253,0.02369,480.1,14.06,12.47,92.82,0.1053,17.31,24.34,0.2028,0.1532,0.1276,11.91,607.3,0.03609
0.2932,1.553,0.0,143.5,7.93,6.981,50.41,0.0,13.43,19.54,0.0,0.2241,0.1584,9.833,185.2,0.0
0.2675,2.097,0.03334,712.8,18.1,15.1,117.7,0.153,22.02,31.69,0.2712,0.3105,0.1389,29.91,1030.0,0.05253
0.2249,2.076,0.02369,584.8,15.05,13.87,99.17,0.06845,20.7,24.75,0.1377,0.272,0.1264,23.12,688.6,0.03688
0.3751,6.311,0.108,1006.0,22.39,18.05,150.1,0.2102,16.15,18.91,0.3786,0.9806,0.1478,134.8,1610.0,0.1684
0.2608,1.597,0.03965,324.2,11.28,10.25,71.53,0.09744,16.18,20.61,0.1898,0.3677,0.1402,22.68,390.4,0.06726
0.2646,1.286,0.01939,690.2,15.98,14.97,102.3,0.05754,19.76,25.82,0.0775,0.184,0.1045,16.64,782.1,0.01947
0.4824,2.972,0.08773,840.4,19.38,16.35,129.3,0.2248,23.29,31.03,0.7087,0.4312,0.1415,45.5,1165.0,0.1811
0.2432,0.9219,0.02098,514.3,13.72,12.99,87.38,0.0585,14.23,16.91,0.145,0.1814,0.1142,14.41,576.0,0.03738
0.2345,1.727,0.01737,646.1,15.4,14.4,100.4,0.05563,26.99,31.98,0.1472,0.2315,0.1017,20.52,734.6,0.03476
0.2842,1.921,0.06254,990.0,20.38,18.03,133.3,0.1535,16.85,22.02,0.429,0.2986,0.1263,35.77,1292.0,0.109
0.327,1.116,0.02272,492.9,14.34,12.62,91.62,0.09851,17.15,22.15,0.1887,0.1692,0.1225,13.32,633.5,0.02966
0.2723,1.972,0.05933,761.7,17.5,15.71,114.3,0.1374,13.93,19.25,0.1709,0.3117,0.1223,27.94,922.8,0.07135
0.2112,1.936,0.04105,403.5,12.48,11.51,82.28,0.09653,23.93,37.16,0.363,0.2388,0.1298,16.97,474.2,0.1112
0.3108,4.073,0.07857,300.2,11.02,9.731,71.04,0.1571,15.34,19.49,0.8216,0.8245,0.1292,49.85,380.5,0.4108
0.2309,1.115,0.01171,515.9,13.62,12.89,87.4,0.05366,13.12,15.54,0.1186,0.1532,0.09616,12.68,577.0,0.0226
0.2233,2.329,0.005449,491.9,13.72,12.54,86.82,0.01635,18.07,20.98,0.003581,0.3511,0.09293,28.3,585.7,0.001194
0.3049,1.869,0.03326,446.2,13.56,12.1,88.33,0.06266,17.72,25.8,0.1603,0.2841,0.1432,22.22,559.5,0.04783
0.4154,1.719,0.06367,361.6,13.24,11.08,91.76,0.2524,18.83,32.82,0.8402,0.2114,0.2184,13.99,508.1,0.1689
0.294,3.43,0.02642,346.4,11.88,10.6,78.28,0.07926,18.95,22.94,0.1916,0.4505,0.1213,27.1,424.8,0.06387
0.2982,1.429,0.02292,280.5,10.75,9.606,71.25,0.0812,16.84,23.07,0.4341,0.1844,0.1233,12.07,353.6,0.08422
0.235,1.573,0.01329,585.0,15.34,13.74,97.19,0.06019,17.91,22.46,0.1564,0.25,0.09711,21.47,725.9,0.02881
0.2668,2.308,0.04107,461.0,14.44,12.23,92.15,0.108,19.56,28.36,0.1377,0.3534,0.1429,27.24,638.4,0.04187
0.3233,3.043,0.02739,719.5,17.26,15.13,110.1,0.06575,29.81,36.91,0.1547,0.4681,0.1148,45.38,931.4,0.04686
0.4366,2.039,0.08543,475.9,15.09,12.46,97.65,0.221,24.04,40.68,1.105,0.2976,0.1853,23.94,711.4,0.2273
0.2829,1.457,0.02704,506.3,14.49,12.77,92.04,0.09331,22.47,33.37,0.2177,0.2367,0.1419,19.87,653.6,0.04711
0.2581,1.301,0.01571,358.9,11.94,10.88,80.78,0.07966,15.62,19.35,0.3365,0.1482,0.1332,9.597,433.1,0.05115
0.2443,6.971,0.09667,1157.0,22.03,19.19,146.6,0.1777,15.94,17.81,0.2264,1.0,0.1124,119.3,1495.0,0.1193
0.3062,3.763,0.04603,641.2,16.77,14.34,110.4,0.1087,13.47,16.9,0.1632,0.522,0.1297,48.29,873.2,0.05724
0.3013,2.937,0.0852,731.3,17.11,15.46,117.7,0.2163,23.95,36.33,0.5911,0.3331,0.1732,32.52,909.4,0.203
0.1783,3.163,0.04178,992.1,19.82,17.85,127.1,0.08341,13.23,18.42,0.1048,0.4834,0.09862,50.95,1210.0,0.04445
0.4228,1.885,0.04375,250.5,10.31,9.029,65.5,0.175,17.33,22.65,1.252,0.3274,0.1482,17.67,324.7,0.313
0.544,8.649,0.1604,1245.0,23.37,20.18,170.3,0.2508,23.97,31.72,0.7681,0.9317,0.1639,116.4,1623.0,0.3754
0.2463,5.54,0.1054,963.7,20.47,17.68,132.9,0.1515,20.74,25.11,0.3583,0.8113,0.1418,93.91,1302.0,0.1855
0.2976,1.968,0.01076,380.3,12.36,11.16,79.26,0.04306,21.41,28.92,0.03582,0.2865,0.1282,18.99,458.0,0.008955
0.2642,2.066,0.02443,573.2,15.35,13.62,97.58,0.07174,23.23,29.09,0.1049,0.346,0.1216,31.24,729.8,0.02974
0.3537,4.837,0.08994,1152.0,26.14,19.21,170.1,0.2091,18.57,28.14,0.3879,0.7275,0.1624,102.5,2145.0,0.1323
0.2523,1.237,0.03251,609.1,14.92,14.06,96.42,0.07911,17.18,25.34,0.0846,0.1504,0.1066,12.67,684.5,0.02681
0.2868,7.749,0.08646,1419.0,32.49,20.73,214.0,0.1659,31.12,47.16,0.3442,1.172,0.1401,199.7,3432.0,0.1367
0.2504,2.765,0.04744,998.9,20.92,17.93,135.1,0.1136,24.48,34.69,0.208,0.4212,0.1315,45.81,1320.0,0.05699
0.2818,7.158,0.1144,1207.0,25.05,19.55,178.6,0.1941,28.77,36.27,0.4251,0.8426,0.1281,106.4,1926.0,0.1784
0.2376,1.174,0.005128,268.8,9.965,9.397,66.61,0.02564,21.68,27.99,0.1868,0.1186,0.1086,6.802,301.0,0.03735
0.189,2.105,0.04408,623.9,15.75,14.22,102.5,0.08219,27.85,40.54,0.3064,0.3354,0.1081,29.96,764.0,0.1103
0.2844,5.373,0.08653,645.7,17.67,14.25,119.1,0.1785,22.15,29.51,0.6922,0.7036,0.164,60.78,959.5,0.2135
0.2765,2.355,0.0325,420.3,13.06,11.71,84.16,0.07864,15.45,18.16,0.1087,0.3446,0.146,24.53,516.4,0.04006
0.3323,1.372,0.02031,579.1,14.84,13.69,99.16,0.06987,16.07,20.21,0.1346,0.1705,0.1105,14.0,670.6,0.02556
0.3175,1.344,0.03263,710.6,17.8,15.28,113.8,0.1226,22.41,28.03,0.363,0.2054,0.1301,19.53,973.1,0.05375
0.2554,1.199,0.008535,464.4,13.35,12.3,84.53,0.03983,19.02,28.46,0.03619,0.184,0.1222,13.24,544.3,0.007756
0.2599,1.865,0.04274,441.3,12.98,11.99,84.48,0.1202,24.89,30.36,0.1609,0.2623,0.1311,19.39,513.9,0.05441
